,child,parent
47843,n14786257,n14786110
47844,n13866144,n13863186
47845,n07824268,n07810907
47846,n10177150,n10557854
47847,n01977684,n01759182
47848,n07674267,n07673397
47849,n14112466,n14103288
47850,n13754293,n13576355
47851,n03827716,n04076846
47852,n01786048,n01759182
47853,n14898470,n14852913
47854,n02138921,n01342529
47855,n01440949,n01432517
47856,n15049902,n14755077
47857,n01546660,n01342529
47858,n01785532,n01762525
47859,n13090018,n13163991
47860,n09346613,n08630039
47861,n03080309,n13910384
47862,n00059989,n00058743
47863,n07792470,n07775905
47864,n04365328,n03049066
47865,n01092769,n01092643
47866,n13887056,n13913849
47867,n07518132,n07516354
47868,n14588219,n14586258
47869,n08440382,n08208016
47870,n15010277,n14755077
47871,n13595699,n13594585
47872,n07947958,n07942152
47873,n11902595,n11575425
47874,n05697363,n05697135
47875,n03804493,n03910417
47876,n02075612,n00015388
47877,n10078529,n10756433
47878,n15021189,n15021085
47879,n12183636,n11575425
47880,n07393500,n07387509
47881,n06972985,n06972090
47882,n05033569,n05033410
47883,n05672286,n05750657
47884,n13868944,n13867641
47885,n11494638,n11524662
47886,n13943740,n13942875
47887,n15246853,n15122231
47888,n00499477,n00499066
47889,n14454773,n14454450
47890,n00021939,n00003553
47891,n03246052,n03177349
47892,n01236491,n01236296
47893,n05261999,n05261566
47894,n06822831,n06820964
47895,n08320201,n08310949
47896,n01213886,n01215392
47897,n00194831,n07369604
47898,n08524572,n08523483
47899,n01151788,n01123598
47900,n06866919,n06814870
47901,n10166313,n10198437
47902,n05484355,n05329735
47903,n02443683,n01864707
47904,n09707587,n09728403
47905,n05102435,n06014730
47906,n04891010,n04890112
47907,n06331477,n06331281
47908,n00944296,n00943187
47909,n07223811,n07223170
47910,n07689217,n07689003
47911,n06535476,n06535222
47912,n14838217,n14807737
47913,n02258354,n01762525
47914,n10205138,n10204921
47915,n05194874,n05194151
47916,n03428477,n03290771
47917,n04223915,n03293471
47918,n02742322,n03051540
47919,n09913593,n10677713
47920,n13644379,n13635108
47921,n11502102,n11501381
47922,n01127379,n01127019
47923,n06736946,n06734467
47924,n08244346,n08244062
47925,n04962784,n04959672
47926,n02919976,n03526198
47927,n02741981,n03845550
47928,n10339504,n10708454
47929,n00426928,n00407535
47930,n03274137,n04255034
47931,n09443641,n09282724
47932,n13316568,n13316332
47933,n02632694,n01429349
47934,n07655626,n07653394
47935,n05843513,n05843236
47936,n04690476,n04690196
47937,n05631841,n05625879
47938,n06366130,n06364329
47939,n10633450,n09626589
47940,n13298701,n13298011
47941,n05931827,n05930736
47942,n05590366,n05289861
47943,n11517494,n11495041
47944,n05934852,n05932891
47945,n02039377,n01507175
47946,n13460129,n13460991
47947,n13542947,n13493998
47948,n01904886,n01904182
47949,n02212811,n01762525
47950,n07894102,n07892512
47951,n07894102,n07893891
47952,n05038959,n05038593
47953,n00604228,n00586262
47954,n10435988,n09835506
47955,n10435988,n10709529
47956,n07599383,n07598734
47957,n06470922,n06470073
47958,n01725427,n01342529
47959,n10252075,n10700201
47960,n10252075,n10180178
47961,n07998712,n07996689
47962,n06350592,n06350274
47963,n10598349,n10016103
47964,n02468864,n01896031
47965,n05018674,n05018103
47966,n14735077,n14728724
47967,n10157128,n10543161
47968,n05976257,n06167328
47969,n13406638,n13405962
47970,n13779804,n13728499
47971,n11507655,n11525955
47972,n07057001,n07054433
47973,n08113710,n08152787
47974,n15162210,n15162388
47975,n04868748,n04826235
47976,n14707710,n14964590
47977,n03979377,n03309808
47978,n01012360,n00407535
47979,n13443370,n13464031
47980,n14591481,n14591091
47981,n09435232,n09416076
47982,n13515678,n13477023
47983,n01777032,n01762525
47984,n14453290,n14452616
47985,n00496167,n00488225
47986,n08171592,n08293982
47987,n02585446,n05559908
47988,n00840363,n00863513
47989,n01653610,n01626134
47990,n12205308,n11575425
47991,n13345286,n13344804
47992,n04302527,n03944672
47993,n14630204,n14629998
47994,n10093908,n10689564
47995,n05368100,n05418717
47996,n10421339,n09631463
47997,n01907287,n01907149
47998,n00841527,n00840517
47999,n03421117,n02784218
48000,n11637015,n11636566
48001,n06643883,n06424275
48002,n11514008,n11525955
48003,n13094145,n11675842
48004,n10223459,n10542761
48005,n12597333,n11556857
48006,n03282933,n03816849
48007,n13075441,n12998815
48008,n13933103,n13927383
48009,n06385997,n06384480
48010,n14848149,n14589223
48011,n09619168,n00007846
48012,n06814236,n06808720
48013,n01134479,n01133281
48014,n10727818,n10631941
48015,n13214813,n13166338
48016,n06856884,n07028373
48017,n13718046,n13608788
48018,n14625110,n08457976
48019,n10087574,n09928451
48020,n14134482,n14133985
48021,n02312744,n00019128
48022,n13701482,n13604718
48023,n12249821,n11565385
48024,n13349662,n13349395
48025,n04773182,n04770211
48026,n00862686,n00859001
48027,n10287082,n10345100
48028,n04104770,n03419014
48029,n15211806,n15209706
48030,n01638611,n01626600
48031,n04221424,n04381994
48032,n06911575,n06909672
48033,n05775919,n05768252
48034,n14085592,n14558226
48035,n06610992,n06608728
48036,n06293655,n06293460
48037,n00345149,n00331950
48038,n09438212,n09452395
48039,n00221056,n00220522
48040,n13858833,n13854649
48041,n12862312,n11579418
48042,n13518656,n13448334
48043,n01758895,n05217859
48044,n01770263,n01342529
48045,n07697537,n07695965
48046,n06113914,n06113009
48047,n06157326,n06153846
48048,n02209230,n01762525
48049,n14472624,n13939353
48050,n10481561,n10605985
48051,n00294748,n00294452
48052,n10743543,n09998101
48053,n14256889,n14256668
48054,n07402519,n07296190
48055,n08266849,n08266235
48056,n00776262,n00768701
48057,n01477080,n01474283
48058,n06563478,n06559365
48059,n06864407,n06863751
48060,n13249805,n13250048
48061,n09780828,n10582746
48062,n05405554,n05225602
48063,n13835163,n13830305
48064,n13499590,n13560191
48065,n05391977,n05391763
48066,n01238424,n01237415
48067,n06584162,n06582403
48068,n14473917,n14473222
48069,n03146777,n04230808
48070,n01475794,n01342529
48071,n07047165,n07047011
48072,n15262624,n15261972
48073,n11567411,n08108972
48074,n13880415,n13879320
48075,n03870461,n04424418
48076,n08258744,n08256968
48077,n06473381,n06470073
48078,n04607035,n03727946
48079,n03569657,n02724966
48080,n15137890,n15137676
48081,n08457543,n08456993
48082,n01377694,n01377602
48083,n12092127,n11567411
48084,n00898804,n00898518
48085,n06708475,n06706676
48086,n07118002,n07131854
48087,n05439942,n05436752
48088,n09657615,n09646608
48089,n02128120,n01864707
48090,n03135152,n03282591
48091,n15214419,n15214068
48092,n10080508,n10350896
48093,n10454752,n09610660
48094,n09295790,n09215664
48095,n09364582,n09247410
48096,n13308336,n13308147
48097,n05654052,n05652926
48098,n14454311,n14452616
48099,n06280162,n06279939
48100,n11540439,n11537665
48101,n02684789,n03247620
48102,n07236307,n07234230
48103,n01246541,n00972621
48104,n01179927,n01168369
48105,n05051088,n05046009
48106,n06369554,n06369216
48107,n00230997,n00230475
48108,n14135181,n14365741
48109,n04860369,n04860759
48110,n03398228,n03057021
48111,n13645812,n13635336
48112,n14257687,n14336539
48113,n11939380,n11579418
48114,n04882214,n04881998
48115,n04011130,n03926575
48116,n08352848,n08439955
48117,n11439312,n11439031
48118,n06950400,n06950209
48119,n11619136,n15098161
48120,n05111141,n05108947
48121,n03663069,n03670849
48122,n13197800,n13167078
48123,n09506216,n09505418
48124,n06525588,n06770275
48125,n14687818,n14708720
48126,n14687818,n14875077
48127,n13394179,n13393762
48128,n01986538,n01759182
48129,n03934998,n03570526
48130,n14658546,n14625458
48131,n12405209,n11567411
48132,n14483348,n14483126
48133,n06402970,n06402565
48134,n10572706,n10570019
48135,n05390761,n05389939
48136,n01318053,n01317541
48137,n02890513,n03673767
48138,n04429169,n03920989
48139,n10330835,n10084295
48140,n15093298,n14724645
48141,n15093298,n15089645
48142,n01009507,n01009190
48143,n13925752,n13920835
48144,n15076349,n15078050
48145,n15076349,n14662574
48146,n05824313,n05816287
48147,n09720406,n09720256
48148,n09757653,n09629752
48149,n00963447,n00962129
48150,n08252467,n08252211
48151,n03377845,n02679788
48152,n00906046,n00905842
48153,n10089484,n10564098
48154,n10089484,n10648696
48155,n00697734,n00697887
48156,n14362510,n14110674
48157,n01702087,n01657723
48158,n14769160,n15004501
48159,n04840715,n04840537
48160,n13688319,n13604718
48161,n10423225,n10191192
48162,n02609466,n01432517
48163,n01131224,n01129920
48164,n14972359,n14607521
48165,n06468123,n06467007
48166,n07693972,n07684600
48167,n07251619,n06691442
48168,n00237078,n00235435
48169,n13926932,n13925752
48170,n06739180,n06738281
48171,n05943066,n05941423
48172,n05747937,n05733583
48173,n10509161,n10423589
48174,n10693459,n09974648
48175,n01957591,n01938850
48176,n00328885,n00279835
48177,n09627117,n00007846
48178,n08406259,n08240633
48179,n09547903,n09505418
48180,n05101407,n05101261
48181,n05970012,n06167328
48182,n00629911,n00624738
48183,n13377899,n13377268
48184,n13420722,n13419535
48185,n05955848,n05955323
48186,n10085869,n09851575
48187,n05129054,n05128519
48188,n06276287,n06253690
48189,n13030438,n11592146
48190,n14872226,n14592610
48191,n13448778,n13518963
48192,n10711253,n10388924
48193,n12485122,n11562747
48194,n10055566,n09946957
48195,n01626600,n08108972
48196,n14858637,n14856263
48197,n09652746,n09647834
48198,n13983515,n13983147
48199,n14054465,n14052403
48200,n10370286,n10376523
48201,n05641432,n05732756
48202,n09349648,n13867641
48203,n00619419,n00619230
48204,n04230221,n02773037
48205,n08610023,n08510666
48206,n13340244,n13416345
48207,n11427736,n11458102
48208,n10304383,n00007846
48209,n08270662,n07951464
48210,n09890987,n10759151
48211,n06514529,n06514093
48212,n08555333,n08554440
48213,n00108545,n00106272
48214,n00080743,n13241600
48215,n13801217,n13800801
48216,n11917186,n11579418
48217,n01631759,n01626134
48218,n09956780,n10072708
48219,n07039056,n07037465
48220,n14776391,n14799601
48221,n08002125,n08058098
48222,n06477209,n06471737
48223,n09448945,n09277538
48224,n01003570,n00996969
48225,n07818029,n07809368
48226,n02409702,n01864707
48227,n05987969,n05986395
48228,n13652886,n13603305
48229,n13905572,n13896369
48230,n14789504,n15010703
48231,n03624767,n03014440
48232,n14100092,n14400677
48233,n11604904,n11534677
48234,n00878328,n00877127
48235,n10671300,n09887034
48236,n07258664,n06589574
48237,n13970764,n13970584
48238,n12559842,n11585340
48239,n00751398,n00750890
48240,n00929586,n00927261
48241,n03246312,n03932670
48242,n00900070,n00899927
48243,n13643894,n13644047
48244,n10370603,n09952393
48245,n14230083,n14219661
48246,n00195415,n00191142
48247,n06065020,n06043075
48248,n08412492,n08276720
48249,n13279162,n13278375
48250,n05911255,n05898568
48251,n07778224,n07775905
48252,n08072536,n08070850
48253,n06256494,n06256229
48254,n02687539,n03151500
48255,n00444490,n00442981
48256,n09539640,n09539183
48257,n15139130,n15118453
48258,n05744620,n05744421
48259,n09627807,n10782791
48260,n05279953,n13872211
48261,n01835087,n01504437
48262,n07555775,n07555014
48263,n06401526,n06401328
48264,n03477512,n02840619
48265,n04747710,n04747445
48266,n05435855,n05436080
48267,n07808675,n07643981
48268,n02539752,n01432517
48269,n15292502,n15113229
48270,n12980652,n11592146
48271,n08175700,n09941964
48272,n01413551,n08221348
48273,n06062842,n06043075
48274,n13077479,n11594676
48275,n09639237,n07967982
48276,n14512270,n14512508
48277,n06315873,n06312767
48278,n00584160,n00583246
48279,n07443210,n07427337
48280,n14260550,n14148231
48281,n00821518,n00821295
48282,n15214068,n15209413
48283,n08596214,n08656893
48284,n07609549,n07609407
48285,n04865722,n04865502
48286,n07856992,n07856270
48287,n03696909,n03589791
48288,n02682699,n03307156
48289,n04251377,n04424218
48290,n11542920,n11534677
48291,n10503818,n09855630
48292,n15044327,n15066367
48293,n05521934,n05327134
48294,n08638442,n08633957
48295,n06797169,n00033020
48296,n05017121,n05016171
48297,n14335223,n14299637
48298,n07607492,n07597365
48299,n13350976,n13350443
48300,n15030481,n15022389
48301,n15030481,n15027189
48302,n00638080,n00641820
48303,n10037080,n10034201
48304,n14445072,n14444326
48305,n05661400,n05660268
48306,n01218213,n01217859
48307,n09242232,n09401834
48308,n14479488,n00024720
48309,n03053788,n03963982
48310,n03729402,n02883344
48311,n01249060,n01018630
48312,n01034925,n01028082
48313,n01458302,n05470189
48314,n13710546,n13710317
48315,n13659943,n13649268
48316,n05248553,n05248181
48317,n12797693,n11585340
48318,n08379882,n08380340
48319,n04230808,n03419014
48320,n01250335,n00220522
48321,n10068425,n10751785
48322,n06701251,n06700447
48323,n14951814,n14710164
48324,n03113152,n04447443
48325,n05071027,n05064037
48326,n10691148,n09989502
48327,n05714745,n05714466
48328,n06710330,n06709998
48329,n03825271,n02882647
48330,n00906829,n00906664
48331,n02492833,n01864707
48332,n10536728,n10753546
48333,n11748330,n11585340
48334,n01015477,n01015310
48335,n04508804,n04497962
48336,n07659308,n07656077
48337,n10523341,n10622053
48338,n09462600,n08591680
48339,n12174742,n11575425
48340,n14432527,n14429985
48341,n13788182,n13786960
48342,n00893498,n00893955
48343,n08600147,n08620061
48344,n08099647,n08098708
48345,n13259359,n13255145
48346,n07058296,n07071942
48347,n02270810,n01762525
48348,n09374646,n09385911
48349,n14271322,n14299637
48350,n05022173,n05021884
48351,n05426243,n05267548
48352,n01233802,n01233397
48353,n06692740,n06692572
48354,n07106246,n07105475
48355,n10137825,n09861946
48356,n06195698,n06193203
48357,n14905607,n14688234
48358,n07437372,n07436986
48359,n07082198,n07071483
48360,n07258109,n07257815
48361,n11509066,n14883206
48362,n02900459,n03899328
48363,n11433435,n11473954
48364,n04698998,n04698656
48365,n15163005,n15157041
48366,n14830164,n14964590
48367,n09638454,n10323999
48368,n10732212,n10373801
48369,n04556533,n02974697
48370,n06627722,n06627450
48371,n05452516,n05451981
48372,n15062641,n14991712
48373,n09632274,n00007846
48374,n06009334,n06008896
48375,n01115866,n01113068
48376,n05881578,n05872982
48377,n09968549,n09620078
48378,n07082444,n07071483
48379,n01891438,n01862557
48380,n08513163,n08552138
48381,n05834758,n05834567
48382,n06783265,n06782019
48383,n08664365,n08663354
48384,n10694939,n10694258
48385,n04653479,n04652930
48386,n01768969,n08103777
48387,n02153445,n05563034
48388,n10750188,n09927451
48389,n03533972,n02784218
48390,n05698982,n05698247
48391,n09641226,n10453357
48392,n09641226,n09638875
48393,n02244670,n01762525
48394,n09841955,n09931640
48395,n09474663,n09416076
48396,n02149136,n01862557
48397,n05725527,n05725378
48398,n12262905,n15098161
48399,n12986084,n11590783
48400,n10438619,n10078806
48401,n07042137,n07037465
48402,n09844356,n10780632
48403,n03329536,n02955065
48404,n04267985,n03944672
48405,n13282275,n13282161
48406,n03153681,n03892891
48407,n00860857,n00860434
48408,n10342543,n10630188
48409,n09782167,n10037385
48410,n13289020,n13285176
48411,n06740402,n06740183
48412,n00825331,n00825443
48413,n04476972,n03093792
48414,n07299569,n07283608
48415,n10345015,n10142747
48416,n12822284,n11744859
48417,n09271774,n09266946
48418,n06517867,n06516955
48419,n03747281,n02718469
48420,n04399846,n03521076
48421,n00785596,n00797878
48422,n07018724,n07007945
48423,n13884511,n13883885
48424,n15248269,n15116283
48425,n09998101,n09633969
48426,n14684690,n14607521
48427,n04141423,n07938773
48428,n07003807,n07000195
48429,n05011277,n05009170
48430,n05448827,n05448257
48431,n08425556,n08425303
48432,n03969902,n03969627
48433,n02494866,n01862557
48434,n04611654,n03748886
48435,n11821415,n11573660
48436,n13985098,n13984944
48437,n05547149,n05581349
48438,n10563314,n09623038
48439,n06702139,n06700447
48440,n06547832,n06547615
48441,n06197664,n06196584
48442,n15107677,n15106867
48443,n04527182,n03255648
48444,n01363719,n01355326
48445,n11460063,n11459538
48446,n14084502,n14052403
48447,n13854488,n07260623
48448,n14431015,n14428160
48449,n10373390,n09927451
48450,n04750764,n04750164
48451,n05343941,n05343718
48452,n03767459,n03257586
48453,n07804771,n07802417
48454,n09878275,n09960891
48455,n13612042,n13600097
48456,n14173295,n14147627
48457,n14173295,n14173013
48458,n13618298,n13614764
48459,n00839292,n00863513
48460,n08595171,n08616311
48461,n13440063,n13526110
48462,n08614545,n08673395
48463,n14624369,n14877585
48464,n14624369,n14622893
48465,n06711159,n06710546
48466,n02995345,n03493333
48467,n02995345,n03278248
48468,n12985857,n12992868
48469,n05998356,n05996646
48470,n12009616,n11579418
48471,n10238029,n09884133
48472,n15112828,n15010703
48473,n03438661,n03439064
48474,n03013718,n03629986
48475,n14709907,n14708720
48476,n05566504,n05566097
48477,n05566504,n05566919
48478,n06300058,n06290637
48479,n07907943,n07884567
48480,n03731590,n03872495
48481,n13386465,n13278375
48482,n14268439,n14299637
48483,n06423994,n06885083
48484,n01114055,n01113867
48485,n09764732,n09899134
48486,n06225235,n06223669
48487,n10096508,n10305635
48488,n08493705,n08616311
48489,n13450206,n13530408
48490,n08185211,n08058098
48491,n05222467,n05220461
48492,n14643467,n14625458
48493,n07536245,n07536074
48494,n04553389,n04557308
48495,n01565480,n01507175
48496,n11911274,n11534677
48497,n14498096,n14497763
48498,n13292989,n13278375
48499,n10140169,n10694258
48500,n07677747,n07675627
48501,n06751742,n06750804
48502,n09963159,n09633969
48503,n10378412,n00007347
48504,n08466643,n08464601
48505,n10755815,n10412910
48506,n14250850,n14239425
48507,n10634316,n10708454
48508,n10703553,n10034906
48509,n06070738,n06070503
48510,n06070738,n06075527
48511,n09846469,n10359759
48512,n09846469,n09729530
48513,n10051683,n10051552
48514,n06160596,n06159473
48515,n14721951,n14712692
48516,n10013927,n10372373
48517,n13623636,n13616054
48518,n14946082,n14919948
48519,n09722817,n09722658
48520,n00880046,n00879759
48521,n07199814,n07199565
48522,n04887373,n04887129
48523,n10344656,n10201535
48524,n03678879,n02764779
48525,n13511507,n13561896
48526,n02833576,n03264136
48527,n00853145,n00851689
48528,n04124488,n04603081
48529,n00555525,n00555325
48530,n02558350,n01429349
48531,n10488656,n10264437
48532,n10488656,n10488865
48533,n06413889,n06410904
48534,n10333044,n10787470
48535,n07407777,n07405893
48536,n08293684,n08293490
48537,n06835630,n06828818
48538,n07393589,n07387509
48539,n10195942,n10405694
48540,n07256375,n07255791
48541,n10783240,n09974648
48542,n05005447,n05005250
48543,n08463969,n07951464
48544,n03496042,n04108268
48545,n10139206,n10684827
48546,n14171492,n14170623
48547,n14171492,n14151139
48548,n03296759,n02832168
48549,n08407839,n08407619
48550,n00149895,n00149508
48551,n14686585,n14966667
48552,n14686585,n14875077
48553,n01362196,n01352574
48554,n00351168,n00350030
48555,n06294828,n06286395
48556,n14600742,n14601294
48557,n02948403,n03563967
48558,n10226413,n10415638
48559,n07392982,n07387509
48560,n00980200,n00980038
48561,n10689878,n09617867
48562,n02130190,n01864707
48563,n13973059,n13972797
48564,n06005399,n06004685
48565,n00057748,n00052334
48566,n00057748,n00952963
48567,n14021853,n14501726
48568,n05828820,n05828552
48569,n14072625,n14072423
48570,n08411701,n08411170
48571,n07582441,n07810907
48572,n07126734,n07109847
48573,n12280487,n11564734
48574,n04585626,n03357267
48575,n13314652,n13308999
48576,n02242942,n01759182
48577,n06029830,n06021247
48578,n13198354,n13167078
48579,n07210801,n07208708
48580,n03330665,n03151077
48581,n09961605,n10595647
48582,n07900734,n07900616
48583,n05313115,n05426243
48584,n10091997,n10415638
48585,n09934085,n10090498
48586,n04205983,n03008275
48587,n11648617,n11554175
48588,n06202296,n06201136
48589,n06205018,n06204406
48590,n06609672,n06607339
48591,n11679250,n13086908
48592,n12611479,n11556857
48593,n07177437,n07177924
48594,n07870734,n07829412
48595,n13350443,n13349395
48596,n00117267,n00863513
48597,n00933000,n00932088
48598,n02740764,n03959701
48599,n08548415,n08548065
48600,n04943578,n04942869
48601,n01248075,n00070965
48602,n09314128,n09287415
48603,n02673291,n03963982
48604,n14730802,n15026716
48605,n15032829,n15032661
48606,n07888709,n07888465
48607,n07295955,n07292694
48608,n10592049,n10129825
48609,n10592049,n10548227
48610,n08258184,n08256968
48611,n03142679,n04014297
48612,n03619396,n03430959
48613,n10524711,n09933411
48614,n04963905,n04963740
48615,n09215315,n09385911
48616,n09400987,n09369692
48617,n01585577,n01507175
48618,n04625129,n04623612
48619,n13071029,n11592146
48620,n15104598,n15104217
48621,n12449024,n11561228
48622,n10745894,n09802050
48623,n06647206,n06643408
48624,n06636113,n06635944
48625,n04046091,n02773037
48626,n06420678,n06418693
48627,n01146993,n01146768
48628,n06837679,n06828818
48629,n04169935,n03987079
48630,n00309011,n00308370
48631,n15272571,n15271008
48632,n06595351,n06589574
48633,n06595351,n06263369
48634,n06553472,n06552984
48635,n08152069,n08151490
48636,n13982000,n13980288
48637,n04523201,n04522421
48638,n04799133,n04723816
48639,n08264759,n08008335
48640,n01048697,n01027379
48641,n07425577,n07425011
48642,n13798118,n13796779
48643,n05757536,n05753564
48644,n05211044,n04723816
48645,n05885822,n05885622
48646,n06855817,n06255777
48647,n07444882,n07444668
48648,n13450862,n13524925
48649,n06426655,n06426468
48650,n01214408,n01214171
48651,n08616985,n08616311
48652,n00057486,n00053913
48653,n00653719,n00634586
48654,n04871002,n04868748
48655,n13160831,n13152742
48656,n01984131,n01762525
48657,n03798061,n04241394
48658,n05353683,n05333777
48659,n13438979,n13434120
48660,n13974317,n13973990
48661,n07141644,n07133701
48662,n01623284,n01507175
48663,n07865196,n07557434
48664,n14777104,n14778019
48665,n01725240,n01342529
48666,n06425960,n06425065
48667,n14159459,n14465048
48668,n14048015,n14046202
48669,n02825240,n03603722
48670,n12317919,n11562747
48671,n04208582,n03497657
48672,n10314627,n10548419
48673,n04126244,n02865931
48674,n14130166,n14127211
48675,n00678752,n00678425
48676,n13412877,n13331198
48677,n02182498,n01762525
48678,n10674315,n10541229
48679,n06604963,n06604319
48680,n10364198,n09628382
48681,n03921209,n07951464
48682,n02058453,n01507175
48683,n04156946,n03837422
48684,n07670902,n07670731
48685,n14598383,n14917208
48686,n07593471,n07557434
48687,n10041787,n09810166
48688,n00258695,n00659048
48689,n10605608,n10099375
48690,n05655966,n05655567
48691,n13629854,n13601596
48692,n15206943,n15206744
48693,n07806879,n07806633
48694,n10043491,n10043643
48695,n07148573,n07148192
48696,n11548728,n11547855
48697,n03127408,n04111190
48698,n12564840,n11585340
48699,n15279480,n15286249
48700,n02799323,n02954340
48701,n11521404,n11521267
48702,n06865177,n06814870
48703,n09788761,n10502329
48704,n08323471,n08322981
48705,n07102483,n07098193
48706,n09995573,n09761068
48707,n09995573,n09998101
48708,n00413086,n00410247
48709,n14310172,n13962498
48710,n02349040,n01864707
48711,n04638585,n04637923
48712,n06908494,n06906971
48713,n05418432,n05418177
48714,n05519401,n05303402
48715,n07921090,n07809368
48716,n06124706,n06123363
48717,n10396727,n10426749
48718,n12784738,n11585340
48719,n13776137,n13653902
48720,n13776137,n13757724
48721,n07471371,n07473441
48722,n09966710,n10224578
48723,n03260206,n04603081
48724,n14737249,n14735953
48725,n09995398,n09621545
48726,n10326776,n10326087
48727,n05101174,n05099796
48728,n00971004,n00970645
48729,n09795556,n09627906
48730,n10302905,n09936892
48731,n01683036,n01657723
48732,n08196024,n08198137
48733,n14557898,n14204950
48734,n05649628,n05649385
48735,n11662764,n11554175
48736,n05970564,n06167328
48737,n09837201,n09952539
48738,n10160770,n10340312
48739,n14295389,n14295248
48740,n06090869,n06000400
48741,n04127117,n03819595
48742,n15238371,n15239579
48743,n05565064,n05564590
48744,n07209089,n07208338
48745,n11674914,n11669335
48746,n07427224,n07359599
48747,n14290881,n14034177
48748,n14457041,n14457218
48749,n03493333,n03081021
48750,n07657068,n07653394
48751,n07731284,n07731122
48752,n07099598,n07099271
48753,n07914271,n07881800
48754,n01550953,n01507175
48755,n00659834,n00659048
48756,n05635970,n05638987
48757,n04859323,n04858785
48758,n05695554,n00023271
48759,n03186199,n02896294
48760,n05707495,n05701944
48761,n06976392,n06941644
48762,n03555996,n04100620
48763,n06281721,n06281295
48764,n02421612,n01864707
48765,n13708992,n13708855
48766,n05813822,n05813626
48767,n00132355,n00131090
48768,n03452449,n04329190
48769,n02621419,n01432517
48770,n00371314,n00363260
48771,n06950886,n06950528
48772,n01643092,n01626600
48773,n10700840,n10078806
48774,n10700840,n10700640
48775,n01078572,n01077350
48776,n10451590,n10207831
48777,n06994329,n06991980
48778,n07051975,n06387980
48779,n06052300,n06043075
48780,n13680463,n13604718
48781,n13836550,n13836371
48782,n00924714,n00923995
48783,n05228881,n05228496
48784,n10618146,n09605289
48785,n14943950,n14828193
48786,n15166070,n15165637
48787,n01688812,n01657723
48788,n09731436,n09634494
48789,n04155625,n03309808
48790,n06310237,n06312966
48791,n06516242,n06515827
48792,n08641944,n08641113
48793,n07280599,n06251781
48794,n15297859,n15113229
48795,n14354847,n14354960
48796,n13516312,n13478525
48797,n13647888,n13603065
48798,n08573258,n08542081
48799,n01006188,n00177127
48800,n08258974,n08256968
48801,n03451365,n03137228
48802,n14144626,n14145095
48803,n14144626,n14127211
48804,n00555648,n00279835
48805,n01007273,n01007053
48806,n04172230,n03875218
48807,n05212609,n04723816
48808,n03151077,n02851099
48809,n03151077,n03405265
48810,n10726233,n10193026
48811,n06191483,n06186301
48812,n12906771,n13125117
48813,n06874930,n06873571
48814,n05677744,n05677504
48815,n06855035,n07270179
48816,n07468861,n07460104
48817,n07991364,n07950920
48818,n02542283,n01432517
48819,n07257045,n07256375
48820,n03510384,n03513376
48821,n03539546,n03414162
48822,n07164546,n06598915
48823,n07857731,n07856270
48824,n11916268,n11579418
48825,n13299357,n13278375
48826,n14364980,n14364432
48827,n03514894,n04107984
48828,n04952120,n04951373
48829,n08273531,n08273406
48830,n07522729,n07519253
48831,n01201429,n07362075
48832,n13698949,n13604718
48833,n15121880,n15121625
48834,n10803193,n00007846
48835,n02462464,n05595083
48836,n01453330,n01432517
48837,n04851865,n04850589
48838,n10619642,n10560637
48839,n06874019,n06873571
48840,n13423922,n13558490
48841,n01537710,n01507175
48842,n06159924,n06159777
48843,n00084642,n00084371
48844,n06641924,n06639674
48845,n05276860,n05269901
48846,n05532641,n05532225
48847,n07669470,n07668902
48848,n07640014,n07639855
48849,n04772955,n04771890
48850,n02869965,n04487996
48851,n14281216,n14285113
48852,n06197503,n06197215
48853,n15236475,n15113229
48854,n07361128,n07283608
48855,n00136329,n01173038
48856,n09629643,n10180178
48857,n15028684,n15027189
48858,n12602850,n11567411
48859,n15131994,n15116910
48860,n01920735,n01918010
48861,n03621826,n02860239
48862,n00302001,n00301192
48863,n14244353,n14242922
48864,n00164579,n00164345
48865,n14476205,n14475405
48866,n05080923,n05079866
48867,n01688106,n01657723
48868,n14245405,n14246359
48869,n13658998,n13649268
48870,n04026180,n03625783
48871,n14418822,n14418662
48872,n06292836,n06286395
48873,n08499504,n08630039
48874,n05791602,n05791452
48875,n06961033,n06960778
48876,n09858733,n10315837
48877,n00501870,n00501722
48878,n12466450,n11561228
48879,n08135062,n08123167
48880,n06150449,n06149484
48881,n01347583,n01342269
48882,n10708454,n09621545
48883,n14143415,n14127211
48884,n02685082,n03969998
48885,n10645611,n10676877
48886,n01125693,n01124794
48887,n14182871,n14178482
48888,n03112719,n02862048
48889,n07154868,n07151380
48890,n06294584,n06286395
48891,n00673863,n00671351
48892,n02738859,n04015204
48893,n02946921,n03094503
48894,n15046568,n14982265
48895,n14297150,n14295691
48896,n04890865,n04890112
48897,n06686736,n06598915
48898,n14324672,n14324274
48899,n13341756,n13286801
48900,n02991711,n03080309
48901,n13205482,n13166338
48902,n14391876,n14391660
48903,n04954920,n04952242
48904,n04985930,n04985198
48905,n13486520,n13465809
48906,n13812296,n13812607
48907,n03941417,n03414162
48908,n02303167,n01762525
48909,n12838027,n11566230
48910,n13432249,n13555240
48911,n12977296,n08103777
48912,n13877547,n13877408
48913,n15087486,n14662574
48914,n03909835,n03740161
48915,n12956029,n13167078
48916,n05153795,n05153520
48917,n12592351,n11556857
48918,n02071173,n01864707
